tweet_id,favorites,retweets
829501995190984704,32997,11281
829449946868879360,10875,2147
829374341691346946,36012,9914
829141528400556032,25452,7867
829011960981237760,55180,17236
828801551087042563,0,3604
828770345708580865,26590,6228
828708714936930305,38076,11943
828650029636317184,9889,1431
828409743546925057,6577,1221
828408677031882754,7988,1372
828381636999917570,13135,2365
828376505180889089,7687,1135
828372645993398273,13067,3143
828361771580813312,2288,179
828046555563323392,12237,3048
828011680017821696,10778,2282
827933404142436356,20941,5557
827653905312006145,16084,3199
827600520311402496,7712,1009
827324948884643840,16506,3256
827199976799354881,11011,2388
826958653328592898,22472,5346
826848821049180160,37968,10884
826615380357632002,0,4211
826598799820865537,5320,268
826598365270007810,10488,2500
826476773533745153,19220,4477
826240494070030336,13829,2760
826204788643753985,5078,990
826115272272650244,16332,3342
825876512159186944,10910,1998
825829644528148480,13276,2657
825535076884762624,54440,18345
825147591692263424,19105,4867
825120256414846976,0,1365
825026590719483904,6617,1365
824796380199809024,0,5865
824775126675836928,15613,3752
824663926340194305,10533,1853
824325613288833024,12319,11109
824297048279236611,15748,4128
824025158776213504,4994,628
823939628516474880,11110,2897
823719002937630720,0,11977
823699002998870016,14533,2676
823581115634085888,13604,2827
823333489516937216,731,26
823322678127919110,16449,4296
823269594223824897,0,10516
822975315408461824,18072,3686
822872901745569793,138155,46872
822859134160621569,13847,2441
822647212903690241,0,6855
822610361945911296,15465,3167
822489057087389700,18998,6855
822462944365645825,29677,15632
822244816520155136,36610,10516
822163064745328640,0,5134
821886076407029760,11855,2502
821813639212650496,0,3580
821765923262631936,8800,1778
821522889702862852,8401,1900
821421320206483457,0,5986
821407182352777218,12328,4647
821153421864615936,263,10
821149554670182400,9109,2158
821107785811234820,10035,2277
821044531881721856,13254,2454
820837357901512704,0,7181
820749716845686786,32999,10602
820690176645140481,12781,3452
820494788566847489,0,605
820446719150292993,0,2767
820314633777061888,3494,605
820078625395449857,20760,6733
820013781606658049,0,1269
819952236453363712,5576,1269
819924195358416896,13496,5188
819711362133872643,14088,3358
819588359383371776,10044,2112
819347104292290561,7562,1292
819238181065359361,2392,432
819227688460238848,24198,7181
819015337530290176,0,39472
819015331746349057,0,20349
819006400881917954,47416,20349
819004803107983360,90976,39472
818646164899774465,0,22411
818627210458333184,23289,8014
818614493328580609,10333,2767
818588835076603904,0,6595
818536468981415936,11436,2658
818307523543449600,0,8730
818259473185828864,11560,2451
818145370475810820,12867,2781
817908911860748288,5086,846
817827839487737858,54331,29194
817777686764523521,11233,2876
817536400337801217,12376,3268
817502432452313088,0,3647
817423860136083457,35777,16015
817415592588222464,5874,1033
817181837579653120,0,9122
817171292965273600,9164,2165
817120970343411712,12793,2812
817056546584727552,9009,1768
816829038950027264,0,5048
816816676327063552,10527,2181
816697700272001025,10286,2362
816450570814898180,32081,8730
816336735214911488,9028,2099
816091915477250048,9391,2319
816062466425819140,0,1120
816014286006976512,0,5697
815990720817401858,5234,1120
815966073409433600,23546,9122
815745968457060357,0,4444
815736392542261248,10342,2440
815639385530101762,8635,1765
815390420867969024,10879,4091
814986499976527872,8043,1382
814638523311648768,11844,2914
814578408554463233,0,6235
814530161257443328,9084,1993
814153002265309185,30269,9327
813944609378369540,0,3432
813910438903693312,9782,2011
813812741911748608,38291,15043
813800681631023104,8780,1891
813217897535406080,19630,7875
813202720496779264,9673,1942
813187593374461952,20888,4694
813172488309972993,9800,2061
813157409116065792,8168,2388
813142292504645637,8877,2539
813130366689148928,4702,481
813127251579564032,12465,3373
813112105746448384,10855,2966
813096984823349248,11078,3872
813081950185472002,10386,2979
813066809284972545,8374,2095
813051746834595840,22054,7890
812781120811126785,7982,2060
812709060537683968,6969,1535
812503143955202048,6404,1315
812466873996607488,8403,2079
812372279581671427,14406,3955
811985624773361665,7644,1514
811744202451197953,7945,1721
811647686436880384,5882,799
811627233043480576,13454,3349
811386762094317568,22024,6868
810984652412424192,5617,1548
810896069567610880,9531,1919
810657578271330305,11563,2854
810284430598270976,37236,12269
810254108431155201,15467,3604
809920764300447744,16309,4211
809808892968534016,0,5274
809448704142938112,7316,1578
809220051211603969,21008,6045
809084759137812480,13936,3796
808838249661788160,10662,3283
808733504066486276,8339,2330
808501579447930884,11891,2792
808344865868283904,44839,22411
808134635716833280,0,6395
808106460588765185,9237,2370
808001312164028416,13255,3822
807621403335917568,15351,3957
807106840509214720,125106,60002
807059379405148160,0,7884
807010152071229440,13756,4134
806629075125202948,79092,37522
806620845233815552,0,5962
806576416489959424,5125,2080
806542213899489280,10770,2539
806242860592926720,0,12586
806219024703037440,6783,1284
805958939288408065,0,5807
805932879469572096,8725,2064
805826884734976000,6942,1976
805823200554876929,0,8676
805520635690676224,6067,1776
805487436403003392,9264,2736
805207613751304193,8221,1837
804738756058218496,14470,4138
804475857670639616,6474,2165
804413760345620481,0,3481
804026241225523202,47036,17501
803773340896923648,10601,2981
803692223237865472,0,8024
803638050916102144,11566,4446
803380650405482500,8183,2000
803321560782307329,0,5720
803276597545603072,10583,2652
802952499103731712,9540,2166
802624713319034886,0,3152
802600418706604034,7508,1590
802572683846291456,9437,2693
802323869084381190,17117,6296
802265048156610565,6969,1475
802239329049477120,9568,2824
802185808107208704,0,285
801958328846974976,8150,1846
801854953262350336,1865,251
801538201127157760,8655,2216
801285448605831168,6384,896
801167903437357056,25869,6395
801127390143516673,0,4274
801115127852503040,8533,2257
800859414831898624,726,102
800855607700029440,0,1758
800751577355128832,11100,2993
800513324630806528,13872,3247
800459316964663297,10013,2329
800443802682937345,0,4653
800388270626521089,11774,3032
800188575492947969,0,4262
800141422401830912,16169,2767
800018252395122689,29968,14229
799774291445383169,0,5046
799757965289017345,8860,2334
799422933579902976,8502,2066
799308762079035393,0,5952
799297110730567681,10449,2985
799063482566066176,8525,2662
798933969379225600,13860,4828
798925684722855936,7861,1534
798705661114773508,0,7129
798701998996647937,0,8399
798697898615730177,0,7012
798694562394996736,0,5352
798686750113755136,0,2501
798682547630837760,0,5088
798673117451325440,0,5977
798665375516884993,0,4208
798644042770751489,0,1999
798628517273620480,0,2123
798585098161549313,0,6165
798576900688019456,0,6308
798340744599797760,0,3620
798209839306514432,10958,2754
797971864723324932,12294,3391
797545162159308800,15342,5226
797236660651966464,21083,7171
797165961484890113,240,28
796904159865868288,0,9595
796865951799083009,8106,2053
796759840936919040,12535,3298
796563435802726400,0,7873
796484825502875648,8003,1903
796387464403357696,11627,4499
796177847564038144,0,15459
796149749086875649,34138,15459
796125600683540480,5229,1928
796116448414461957,9624,2607
796080075804475393,8942,2501
796031486298386433,11431,3973
795464331001561088,52570,25712
795400264262053889,10657,3103
795076730285391872,17144,5865
794983741416415232,0,3646
794926597468000259,10860,2488
794355576146903043,0,11107
794332329137291264,10117,2870
794205286408003585,9741,3572
793962221541933056,17763,5274
793845145112371200,9737,2026
793614319594401792,0,3364
793601777308463104,8431,1756
793500921481273345,11301,2565
793286476301799424,25989,9928
793271401113350145,9156,2564
793256262322548741,21139,9013
793241302385262592,11107,3536
793226087023144960,10401,3097
793210959003287553,9440,3028
793195938047070209,16144,6080
793180763617361921,7333,2148
793165685325201412,9952,2997
793150605191548928,6528,1831
793135492858580992,6824,2688
793120401413079041,13410,4217
792913359805018113,15151,4329
792883833364439040,11944,4618
792773781206999040,7747,1807
792394556390137856,14208,4632
792050063153438720,7570,1949
791821351946420224,0,22690
791784077045166082,0,10380
791780927877898241,0,4122
791774931465953280,47672,23962
791672322847637504,12400,3364
791406955684368384,13839,4444
791312159183634433,9282,2739
791026214425268224,0,4442
790987426131050500,10412,2306
790946055508652032,17550,5048
790723298204217344,0,2497
790698755171364864,8661,2064
790581949425475584,21821,7757
790337589677002753,8254,2009
790277117346975746,13260,3432
790227638568808452,0,3858
789986466051088384,9749,2497
789960241177853952,0,4451
789903600034189313,10948,4447
789628658055020548,7928,1919
789599242079838210,7144,2086
789530877013393408,12426,3646
789314372632018944,9101,2486
789280767834746880,0,5334
789268448748703744,9620,2795
789137962068021249,10237,3012
788908386943430656,28918,13345
788765914992902144,28939,11107
788552643979468800,0,7758
788412144018661376,16429,5707
788178268662984705,7622,2282
788150585577050112,6472,1404
788070120937619456,0,3690
788039637453406209,6474,1423
787810552592695296,9148,3294
787717603741622272,10778,3001
787397959788929025,11447,3052
787322443945877504,8214,1883
787111942498508800,0,7260
786963064373534720,28043,8584
786729988674449408,0,2587
786709082849828864,19195,6563
786664955043049472,11213,2750
786595970293370880,9915,3339
786363235746385920,11486,3771
786286427768250368,8397,3083
786233965241827333,16104,5134
786051337297522688,1506,165
786036967502913536,0,7603
785927819176054784,11982,3405
785872687017132033,7038,1956
785639753186217984,8229,2391
785533386513321988,9583,2158
785515384317313025,6420,1353
785264754247995392,7649,1757
785170936622350336,12698,5222
784826020293709826,10665,3481
784517518371221505,9420,2730
784431430411685888,5994,1381
784183165795655680,21186,8676
784057939640352768,31450,11977
783839966405230592,31620,11615
783821107061198850,7737,2104
783695101801398276,10978,3467
783466772167098368,8896,2416
783391753726550016,17746,5916
783347506784731136,0,6014
783334639985389568,30726,12586
783085703974514689,8569,2381
782969140009107456,25380,7884
782747134529531904,7863,1503
782722598790725632,18174,5807
782598640137187329,8191,2012
782305867769217024,17519,5986
782021823840026624,0,6679
781955203444699136,11687,3608
781661882474196992,10974,2909
781655249211752448,4202,1203
781524693396357120,21819,5962
781308096455073793,7498,2732
781251288990355457,8866,2247
781163403222056960,10281,2936
780931614150983680,22731,7873
780858289093574656,7552,2150
780800785462489090,5779,1401
780601303617732608,12713,3580
780543529827336192,6617,1854
780496263422808064,0,3972
780476555013349377,0,122
780459368902959104,5553,1147
780192070812196864,9132,2398
780092040432480260,0,2463
780074436359819264,12849,5360
779834332596887552,19916,7603
779377524342161408,9267,3347
779124354206535695,0,19749
779123168116150273,12403,3920
779056095788752897,15527,4851
778990705243029504,20999,7770
778774459159379968,0,10674
778764940568104960,906,392
778748913645780993,7236,1424
778650543019483137,6051,1611
778624900596654080,4871,1082
778408200802557953,14327,4661
778396591732486144,0,13100
778383385161035776,6135,1187
778286810187399168,10907,3530
778039087836069888,8889,2817
778027034220126208,6869,1732
777953400541634568,0,3788
777885040357281792,6664,1760
777684233540206592,11784,3152
777641927919427584,0,4540
777621514455814149,9192,2665
777189768882946048,15003,4626
776819012571455488,0,14738
776813020089548800,5114,1299
776477788987613185,9263,2987
776249906839351296,0,9780
776218204058357768,31452,17107
776201521193218049,10072,2701
776113305656188928,12322,4653
776088319444877312,1916,161
775898661951791106,0,17600
775842724423557120,12276,2858
775733305207554048,14527,4274
775729183532220416,13549,4889
775364825476165632,7771,3179
775350846108426240,10648,4172
775085132600442880,16301,5046
774757898236878852,8969,1895
774639387460112384,7039,1849
774314403806253056,22818,5952
773985732834758656,11232,4145
773922284943896577,6699,1852
773704687002451968,6913,1735
773670353721753600,5572,1389
773547596996571136,23144,6595
773336787167145985,0,5431
773308824254029826,24372,7976
773247561583001600,9862,3445
773191612633579521,10470,4396
772877495989305348,8969,4133
772826264096874500,8389,2499
772615324260794368,0,3602
772581559778025472,6783,1807
772193107915964416,6321,1484
772152991789019136,3968,1195
772117678702071809,3938,788
772114945936949249,2840,502
772102971039580160,4196,994
771908950375665664,6886,2023
771770456517009408,12562,3620
771500966810099713,8656,2802
771380798096281600,10991,5431
771171053431250945,0,8068
771136648247640064,9581,3122
771102124360998913,6534,1534
771014301343748096,7175,1753
771004394259247104,0,231
770787852854652928,5165,1293
770772759874076672,5423,1507
770655142660169732,7658,1861
770414278348247044,6589,2207
770293558247038976,6522,1593
770093767776997377,0,3247
770069151037685760,7914,2441
769940425801170949,32861,10270
769695466921623552,6682,1765
769335591808995329,0,8200
769212283578875904,5654,1828
768970937022709760,15078,6970
768909767477751808,0,2868
768855141948723200,4388,950
768609597686943744,4304,1285
768596291618299904,5242,1360
768554158521745409,0,6212
768473857036525572,14246,3647
768193404517830656,11383,3788
767884188863397888,4971,1489
767754930266464257,16752,5720
767500508068192258,7818,2491
767191397493538821,12819,4043
767122157629476866,10589,3028
766864461642756096,0,6003
766793450729734144,5301,1449
766714921925144576,2722,410
766693177336135680,4202,844
766423258543644672,6291,1698
766313316352462849,7078,2003
766078092750233600,0,2764
766069199026450432,4442,912
766008592277377025,3913,527
765719909049503744,7553,2281
765669560888528897,5424,1295
765395769549590528,27649,3618
765371061932261376,7401,2300
765222098633691136,12120,3602
764857477905154048,6715,1887
764259802650378240,6305,1609
763956972077010945,781,58
763837565564780549,13149,4442
763183847194451968,5621,1568
763167063695355904,0,3203
763103485927849985,7685,2434
762699858130116608,12697,3858
762471784394268675,11755,6861
762464539388485633,10753,4451
762316489655476224,5014,1197
762035686371364864,33339,16610
761976711479193600,5628,2148
761750502866649088,0,4182
761745352076779520,4445,913
761672994376806400,51740,30867
761599872357261312,4294,1250
761371037149827077,0,19117
761334018830917632,5421,1542
761292947749015552,4654,1167
761227390836215808,5535,1655
761004547850530816,11815,3690
760893934457552897,3983,1030
760656994973933572,6906,2035
760641137271070720,5168,1370
760539183865880579,7903,3859
760521673607086080,4404,1481
760290219849637889,27976,12206
760252756032651264,4112,919
760190180481531904,5938,1918
760153949710192640,0,32
759943073749200896,6178,2213
759923798737051648,15271,6003
759846353224826880,6995,2104
759793422261743616,6209,2020
759566828574212096,0,22436
759557299618865152,4892,1246
759447681597108224,8853,2587
759446261539934208,1740,516
759197388317847553,6305,2069
759159934323924993,0,1233
759099523532779520,15122,4422
759047813560868866,6760,2148
758854675097526272,3695,954
758828659922702336,11648,4066
758740312047005698,5964,1705
758474966123810816,3979,1054
758467244762497024,5001,2362
758405701903519748,5413,2045
758355060040593408,3559,1154
758099635764359168,19959,10674
758041019896193024,2813,398
757741869644341248,7165,3448
757729163776290825,0,8596
757725642876129280,4713,1289
757611664640446465,4748,1181
757597904299253760,0,312
757596066325864448,4512,1122
757400162377592832,15763,7254
757393109802180609,6056,1851
757354760399941633,4695,1514
756998049151549440,6535,2103
756939218950160384,6903,2126
756651752796094464,5259,1384
756526248105566208,10826,3824
756303284449767430,4102,1153
756288534030475264,44594,18496
756275833623502848,6685,1610
755955933503782912,7624,3066
755206590534418437,17125,5708
755110668769038337,22105,11759
754874841593970688,0,8484
754856583969079297,7157,2680
754747087846248448,2678,551
754482103782404096,5522,2070
754449512966619136,3901,774
754120377874386944,8169,2479
753655901052166144,6067,2294
753420520834629632,8244,3785
753398408988139520,5997,2034
753375668877008896,7930,2463
753298634498793472,0,6097
753294487569522689,3515,1108
753039830821511168,38636,22178
753026973505581056,4053,1035
752932432744185856,13129,7260
752917284578922496,7171,1669
752701944171524096,0,3067
752682090207055872,6220,1697
752660715232722944,4572,1663
752568224206688256,5740,2421
752519690950500352,7657,3659
752334515931054080,3960,1170
752309394570878976,0,17691
752173152931807232,6181,1947
751950017322246144,3189,985
751937170840121344,5405,1430
751830394383790080,6015,2065
751793661361422336,6073,3077
751598357617971201,8209,3219
751583847268179968,4566,1171
751538714308972544,5236,1340
751456908746354688,3323,1060
751251247299190784,12983,6218
751205363882532864,6550,1943
751132876104687617,5260,1376
750868782890057730,4967,1465
750719632563142656,13698,5334
750506206503038976,4604,1205
750429297815552001,13672,4540
750383411068534784,4727,1206
750381685133418496,716,29
750147208377409536,3229,1017
750132105863102464,3778,1356
750117059602808832,4495,1373
750101899009982464,3155,892
750086836815486976,2253,570
750071704093859840,8172,3538
750056684286914561,3264,950
750041628174217216,3297,653
750026558547456000,2811,832
750011400160841729,3367,960
749996283729883136,3165,855
749981277374128128,5309,2599
749774190421639168,4835,1388
749417653287129088,6329,1757
749403093750648834,2719,572
749395845976588288,8913,3657
749317047558017024,5681,2341
749075273010798592,5971,2187
749064354620928000,4968,1602
749036806121881602,3215,828
748977405889503236,11127,3594
748932637671223296,6041,2393
748705597323898880,2867,1001
748699167502000129,4909,1682
748692773788876800,4400,1402
748575535303884801,6287,2092
748568946752774144,2264,707
748346686624440324,5409,1301
748337862848962560,7951,4347
748324050481647620,3827,803
748307329658011649,3795,746
748220828303695873,14656,8220
747963614829678593,5981,2255
747933425676525569,6860,2688
747885874273214464,3051,1037
747844099428986880,2913,787
747816857231626240,5015,1223
747651430853525504,1432,162
747648653817413632,13374,6154
747600769478692864,2401,582
747594051852075008,3816,1109
747512671126323200,5733,1672
747461612269887489,4002,1082
747439450712596480,5620,2032
747242308580548608,0,3028
747219827526344708,5480,1662
747204161125646336,3499,967
747103485104099331,9929,4207
746906459439529985,2996,310
746872823977771008,6201,2262
746818907684614144,5480,1816
746790600704425984,5035,1676
746757706116112384,9914,4122
746726898085036033,6250,1885
746542875601690625,5211,1974
746521445350707200,0,1032
746507379341139972,4802,1143
746369468511756288,6383,1728
746131877086527488,7155,2325
746056683365994496,3668,857
745789745784041472,4161,1123
745712589599014916,7224,2444
745433870967832576,7333,2671
745422732645535745,8889,2555
745314880350101504,7416,2919
745074613265149952,8099,3707
745057283344719872,7481,2397
744995568523612160,3066,652
744971049620602880,8157,2842
744709971296780288,5791,1640
744334592493166593,7002,2242
744234799360020481,161887,82260
744223424764059648,1737,388
743980027717509120,4306,1144
743895849529389061,3765,1005
743835915802583040,0,2190
743609206067040256,4625,1450
743595368194129920,19056,6896
743545585370791937,3643,983
743510151680958465,8176,3886
743253157753532416,4362,1278
743222593470234624,6409,1993
743210557239623680,3977,1431
742534281772302336,7288,3727
742528092657332225,4569,2086
742465774154047488,7498,4087
742423170473463808,10139,3972
742385895052087300,7034,2086
742161199639494656,4485,1446
742150209887731712,5310,1636
741793263812808706,4695,1577
741743634094141440,8449,2905
741438259667034112,3787,871
741303864243200000,9068,3385
741099773336379392,10350,5824
741067306818797568,9772,3247
740995100998766593,6588,2903
740711788199743490,3520,981
740699697422163968,2930,820
740676976021798912,18754,7129
740373189193256964,35968,13952
740365076218183684,2552,452
740359016048689152,3401,893
740214038584557568,6897,2063
739979191639244800,20609,6212
739932936087216128,4177,1128
739844404073074688,3919,895
739623569819336705,3918,1426
739606147276148736,5536,1735
739544079319588864,40902,22436
739485634323156992,7406,3067
739238157791694849,119625,60869
738891149612572673,112,6
738885046782832640,3892,1198
738883359779196928,3426,845
738537504001953792,5257,1630
738402415918125056,3348,879
738184450748633089,4452,1259
738166403467907072,9062,3565
738156290900254721,2597,686
737826014890496000,5433,1844
737800304142471168,10313,3624
737678689543020544,5189,1389
737445876994609152,10588,4674
737322739594330112,3710,848
737310737551491075,15137,7783
736736130620620800,4427,1819
736392552031657984,18289,7758
736365877722001409,4107,1309
736225175608430592,8374,2902
736010884653420544,8122,3117
735991953473572864,3708,1205
735648611367784448,4134,1151
735635087207878657,6361,2458
735274964362878976,13400,5307
735256018284875776,3436,926
735137028879360001,3216,1012
734912297295085568,2826,545
734787690684657664,12937,6594
734776360183431168,2589,568
734559631394082816,1533,415
733828123016450049,3686,817
733822306246479872,3773,1058
733482008106668032,3243,987
733460102733135873,4332,1341
733109485275860992,50723,17600
